B|Huh?|qw	A|A lot of these lakes and things, if you could find a centrally located, like, say about the same distance for all of you all to come?|qy^d
B|What, uh, what kind of camping is there in Texas?|qo	A|Well, there, there are quite a few, um, parks, I guess, state parks,|sd
A|where have you, uh,|qw	B|Oh, I've been camping for years, not on a regular basis|sd
A|Where, where is Raleigh, in North Carolina?|qw	B|Uh, well, it's, it's, uh, in terms of north, south I would say it's, uh, a little, a little more towards the northern border of the state and pretty much in the eastern half of it.|sd
A|Well, Stephanie, what's your position on gun control?|qo	B|Well, on a scale of one to ten, uh, being ten, no, kind of legislation and zero being, uh, total ban, I probably would lean more towards six or seven.|sd
A|how way back, I mean|qw	B|Like, um, late fifties, early sixties.|sd
A|How far is Houston?|qw	B|Uh, three hundred miles.|sd
B|How about GHOST?|qo	A|We, we saw, an, we liked it|sd
B|How about SILENCE OF THE LAMBS?|qo	A|That's, that's on our list of things to see|sd
B|Whose your favorite actress or actor?|qw	A|Um, don't really know,|sd
A|Which one?|qw	B|FIELD OF DREAMS.|sd
B|uh, who, who was that with?|qw	A|Um, let's see.|^h
B|How about Meryl Streep,|qo	A|Uh, I don't know,|h
B|Who are they going to blow it to?|qw	A|Uh, that's a good question.|sv
A|Um, well, what do you think is, uh, the pollutants, the main pollutants in the air?|qw	B|I have trouble with the chemical plants and things like that I just, uh, I think they put off so much|sd
B|What kind of recycling programs do you have in Rowlett?|qw	A|Um,|%
A|Where are you?|qw	B|In Johnson City, Tennessee.|sd
A|Well why?|qw	B|and we had no problem with it.|sd
A|And, uh, what part of Virginia, uh?|qw	B|Uh, I live down in the south western part of Blacksburg.|sd
A|Where all you guys go?|qw	B|Well, we go to Maine every Fall|sd
B|Where do you go?|qw	A|Uh|%
B|What type of vacation?|qw	A|well, it really depends,|sd
B|What club do you follow?|qw	A|I'm, uh, I'm a big Red Sox fan,|sd
A|so, um, how do think, how do you think we've changed in the last ten to twenty years?|qw	B|Uh, I'm at a little bit of a loss,|sd
A|How long, how long you been in Dallas?|qw	B|Oh, about eight years.|sd
A|What, uh, department do you work in?|qw	B|I'm in semiconductor.|sd
A|So. How long you been with them, since you moved down here?|qw	B|About eight years,|sd
A|What floor?|qw	B|Two.|sd
A|how, how long are we supposed to talk here?|qw	B|I don't know,|no
B|And what do  you think that problem is?|qw	A|And I think a lot of it has to do with the fact that we don't train our teachers very well.|sv
B|So if you were to improve it, what would you do to improve it?|qw	A|Well, I think I would start with a with getting rid of about two-thirds of the administrators. And all the auxiliary personnel. The school bureaucracy that exists mainly to perpetuate itself.|sd
B|what kind of square footage?|qw	A|Oh, I wouldn't know,|h
A|How many kids do you have?|qw	B|We have two,|sd
A|how long have you lived there?|qw	B|Uh, see, it's three,|sd
A|Now, what do you mostly do|qo	B|Well, mostly right now I'm a, I do a lot of sports and stuff like that is my hobbies and do a lot of things with my family as much as possible.|sd
A|How old are they?|qw	B|Uh, I've got a little girl who's six and a little girl that's three.|sd
B|how long have  you lived in North Carolina?|qw	A|Well, not that long.|sd
B|Um, what did you all do?|qw	A|Well, my husband was with, uh, begins to be much clearer, a lot less back ground noise and University of Oklahoma and,  Phillips  University in Enid.|sd
B|Well, how did, how did you get, uh, hooked up with the T I switchboard thing?|qw	A|Um, a gal who works, uh, with T I on this project|sd
A|Uh, what is her name?|qw	B|Her name's Tina|sd
A|uh, how long have they been recycling there in Virginia?|qw	B|Um, actually quite a, a, a while.|sd
B|What do you, what do you think is causing all this,|qo	A|Well,|%
A|what are your views?|qo	B|Well, yeah,|b
A|Oh. Well, tell me, what books have you read lately?|qw	B|Well, let's see,|^h
B|Now, translations, what do you mean, translations of, of,|qw	A|Um, well, where, where, for instance, um, a Baudelaire poem that was written,  in  the French and then has been translated into English by,  various  people.|sd
B|What do you think about it?|qo	A|Well, I, I feel in light of some of the accidents and so forth that have happened lately, that I think there are some occupations that they should, such as the health field, the transportation field, uh,|sv
A|and how do you hold to yours?|qw	B|No,|nn
A|How would you go about organizing a family reunion?|qw	B|Well,|%
A|well, so what is your favorite T V show?|qw	B|Uh, MAJOR DAD.|sd
B|What kind do you like to watch?|qw	A|Probably my favorite is, um, oh,|%
A|How about you?|qo	B|I have four girls|sd
A|Where do you enjoy dining out?|qw	B|Oh, I generally go to the quickie places just because they're cheap.|sd
A|What area of the country do you live in?|qw	B|I'm in Texas.|sd
A|Well, what are some of your, your favorite inexpensive places?|qw	B|Oh, we'll go to them all.|sd
A|Where do you go if you like to have a nice meal out, or a big meal?|qw	B|A nice meal, oh,|^h
A|Where do you go for steaks?|qw	B|It's usually when we're out of town|sd
A|What's your opinion?|qo	B|Well, it's kind of a broad subject, uh,|sv
A|What, what state do you live in?|qw	B|Texas.|sd
A|What do you think about Robin Hood?|qo	B|Well I work for school district|sd
A|What school district do you work for?|qw	B|Richardson.|sd
A|Where do you live?|qw	B|Uh, we live in Plano.|sd
B|Uh, and where you are?|qw	A|I'm in Richardson,|sd
B|So what do you, what kind of hobbies are you in?|qw	A|Well, I'm mother of four,|sd
A|Where in Colorado?|qw	B|I've been to Telluride which is on the west side and, uh, Copper,|sd
B|What about Utah?|qo	A|Haven't been there,|sd
A|where, whereabouts in Pennsylvania.|qw	B|What?|br
A|Where in Pennsylvania?|qw	B|Um, State College,|sd
B|Well, what particularly are you interested in?|qw	A|Well, I just, pretty, uh, little, you know, about everything.|sd
A|But, uh, how do you, how do you, uh, stay aware of most of the current events. Uh, newspaper? T V news, or what?|qo	B|Um uh, well, some of both.|sd
B|so what do you think about the quality of news coverage in America?|qo	A|I think it's pretty darned good,|sv
A|uh, so what do you think about the school system?|qo	B|Well, I think they're, they're having a lot of trouble right now.|sv
A|Uh, why did you choose a private school?|qw	B|Well, I had one that was needed to be able to be moved along at a, at a pace a little faster than he was going to be able to be moved in public school,|sd
A|Then how does he like it?|qo	B|Oh, he's loved it.|sd
A|How big of a school is it?|qw	B|Uh, overall on campus about twelve hundred, but in the upper school, upper four grades, uh, about four hundred and something|sd
B|So what do you think of, of owning a home as opposed to, to renting somebody else's?|qo	A|Um, well before we built our home we were managing some apartments that we were living in,|sd
A|How about yours?|qo	B|It's tiny.|sd
A|Well, like, um, how does it compare to the ones in your neighborhood?|qw	B|Well, they're, it's pretty typical, I mean, it's a very, very middle class neighborhood.|sd
A|What do you think about, uh, uh, convicted, uh,|qo	B|Well, this is an unusual topic.|sv
B|What do you think about it?|qo	A|Yeah,|b
B|How far away do they come from?|qw	A|Uh, they come from, well, they all meet in Portland|sd
A|Um, what type of magazines do you have?|qo	B|We take several at home.|sd
B|what, what magazines do you have at home?|qo	A|Uh, I am currently taking DECORATIVE WOODWORKING, and, uh, COUNTRY LIVING,|sd
A|Where do you work at?|qw	B|I just work at Stop and Shop out there in, in Ogden|sd
B|Now what type of woodworking do you do?|qo	A|Uh, fine furniture.|sd
B|So, what kind of equipment do you have?|qo	A|For woodworking?|qy
A|Well, how do you feel about trial by jury?|qo	B|I feel very uncomfortable with trials by juries recently. Uh,|sd
A|In what way?|qw	B|In that it seems to me that they are swayed more by emotion than, uh, by evidence that's presented.|sd
A|So how  much time do you think you spend with your kids on the average per each day?|qw	B|Oh, I probably spend an hour or two.|sd
A|how old are your kids again?|qw	B|They're two and one.|sd
A|So,  what do you have?|qo	B|I have a Pontiac Six Thousand.|sd
A|how old is the car?|qw	B|Uh, eighty-seven.|sd
B|So, how do you feel?|qo	A|Well, I'm a little bit ambivalent.|sd
B|How do you feel about Haitian immigration?|qo	A|Uh, that's one of the few things I guess I found myself in agreement with Pat Buchanan|sd
B|How strong is it?|qw	A|It's strong enough for any job where you don't try to take more than say three-eighths of an inch at a time.|sd
A|What do you all do?|qo	B|Uh, we've, we've, uh, taken how much we have, you know, write down how much we have coming in each month|sd
A|What are you all trying to do long term.|qw	B|Huh. Oh it's long term.|^h
A|How do you usually keep up with current events?|qw	B|Normally I listen to C N N or HEADLINE NEWS about an, hour a day,|sd
A|how about you?|qo	B|On the whole, I'm pleased when I have an opportunity to hear just the facts.|sd
A|What did you think of the news coverage of the war?|qw	B|Well, I almost felt like it was too much.|sd
A|Well, how do you feel about it?|qo	B|Well, uh, I don't have any strong convictions about it,|sd
B|Well, how long you been in San Antonio?|qw	A|I've been here for, um, just almost, well, no, almost four years.|sd
B|How many times have you talked?|qw	A|Oh, probably five or six.|sd
B|What other topics have you had?|qw	A|Um, I've talked about camping with someone.|sd
A|Where do you live?|qw	B|Uh, in the Houston area.|sd
A|the question was, uh, what kind of books do you read for entertainment, uh, uh, I guess,|qw	B|Oh, I just read for escape.|sd
A|What, uh, what kind of,|qw	B|Well, I just finished, just, I just finished one last night. A great book.|sd
B|So, what's the latest one you've read?|qw	A|Well, I tell you what,|^h
B|Why Kingsley, Iowa?|qw	A|Well, because that's where my folks all came from.|sd
A|What do you use?|qo	B|Well, I have an, I, I B M P S two, model thirty.|sd
B|What do you like to read?|qo	A|Um, well um, I'm a, I'm a counselor, a therapist by trade,|^h
A|What kind of things have you read?|qw	B|Oh, I read all kinds of things for, um, helping people survive a divorce.|sd
B|what would you recommend?|qw	A|Um, as far as dealing with divorce?|qy
B|How did you get involved?|qw	A|My wife has been working for T I.|sd
B|How do what do you think about it.|qo	A|I think it's justified.|sv
B|How about you?|qo	A|Uh, we try to go once, maybe twice a summer. Uh,  we, uh, just, you know, for  like a short weekend or something.|sd
B|where are you?|qw	A|I'm in Garland.|sd
A|Where at?|qw	B|It is beautiful.|sv
A|Now, how old are your girls?|qw	B|Eleven and fourteen.|sd
A|How many have you made so far, calls?|qw	B|I, I haven't made any.|sd
A|How many have you had so far, do you know?|qw	B|I think I've had about four.|sd
B|what do you think about it?|qo	A|Well I, I guess it's pretty good.|sv
A|What, what is your suggestions?|qw	B|The educators need to be a little bit more open minded as well as innovative in dealing with, uh, the various students to get the maximum potential out of the person.|sv
B|What, what type of history class is it that you're having to take?|qw	A|Uh, American History.|sd
A|Um, on a, if you're doing it on a regular basis, how often do you go?|qw	B|I try to make it at least three times a week.|sd
A|Which one do you feel is better, since you use them both?|qw	B|Um, I get bored very easily.|sd
B|And how much shrimp would you use?|qw	A|Two pounds.|sd
B|Now, how many could you serve?|qw	A|Okay.|^h
B|And, and where did you say you were from?|qw	A|Louisiana.|sd
B|Now how do they do the blackened?|qw	A|You buy it, you buy it as a seasoning.|ad
B|Why didn't it work last time?|qw	A|And why didn't it work last time?|b^m
A|Uh, so, Jack, what type of music do you like?|qo	B|Well, I like, uh, classical, and, uh, sort of, uh, popular rock type music. Uh,|sd
A|How about popular music?|qo	B|Yeah.|^h
A|How about you?|qo	B|Well I, I certainly hope so.|sd
B|Well, then why did he say that during his campaign?|qw	A|Oh, he, he he gave it,|sv
A|What do you mean?|qo	B|Well, with the minorities and we are saying we have lower voter turnout.|sv
B|How much was the alternator?|qw	A|Uh, I something like sixty-nine dollars, something on that order.|sd
B|How did you put that many miles on it, in, four or five years?|qw	A|Um, well, I used, I used to work, uh,|sd
A|So where was your last vacation?|qw	B|Uh, actually my last vacation was in Connecticut.|sd
B|So where have you been?|qw	A|Oh I've I've been lots of places.|sd
B|Where else have you been?|qw	A|Uh|^h
B|Now when was that, when were you there?|qw	A|Um, August, eighty-eight.|sd
B|How old is she?|qw	A|She's only about, uh, uh, a little less than two years old.|sd
B|Where did you go to school?|qw	A|Uh, University of Mississippi.|sd
B|which group do you work in in T I?|qw	A|Um, uh, the computer science center.|sd
B|Oh, uh, where is that at?|qw	A|Uh, north building.|sd
B|How long do you work for T I?|qw	A|Uh, about three years.|sd
B|What about yourself?|qo	A|Well, my parents are both in their seventies.|sd
B|Where is it going to be?|qw	A|Down at Lake Texoma lodge.|sd
B|How many people, Jim, are involved?|qw	A|Uh, generally, uh, I think it's been as high as about a hundred and twenty people.|sd
B|When he retired?|qw	A|Yeah,|ny
A|How old are you?|qw	B|Um, I'm twenty.|sd
A|Well, how long have you been here?|qw	B|Well, we've been here since January,|sd
B|Well, where do you take those things?|qw	A|Well, the, um, glass and the newspaper we usually take to Walmart.|sd
B|And how big do they get.|qw	A|Ours is, uh, on the small end,|sd
B|And how do you spell that breed?|qw	A|It's B I C H O N F R I S E.|sd
B|And how do you pronounce that?|qw	A|Bichon Frise.|sd
B|And about how much are they?|qw	A|Well, they range,|%
B|And how about the, And how about the person in, uh, Houston?|qw	A|Well, she's no longer breeding them|arp_nd
B|So, what do you think about it?|qo	A|Well, I found it interesting that they started off with a problems of immigration in America and then went back and said, well, if there is a problem, what should we do about it?|sd
B|so where did your parents come from?|qw	A|Uh, Poland.|sd
A|What do you think about that?|qo	B|Um, I think that's all right.|sv
A|Well, what do you think about,|qo	B|Yeah.|b
A|What do you think about that?|qo	B|Um,|^h
B|Uh what kind of books do you read?|qw	A|I read, uh, a lot of Steven King, Dean R Koontz, uh some Danielle Steel.|sd
B|Oh, like what?|qw	A|Uh, like THE GRADUATE by Steinbeck.|sd
A|What kind of books do you like to read?|qw	B|Uh, well, a bunch of stuff, I guess, uh, fair number of novels, but mostly shorter ones.|arp_nd
B|Now what's that?|qw	A|It was, uh, during Teddy Roosevelt's time. And, uh, about a American woman that got kidnapped in, uh, Morocco.|sd
B|What, how crazy?|qw	A|Well, just like some, one quote that he had was that he thought the America's emblem was stupid because it was an eagle,|sd
B|Well, how much do you like lawn and garden work?|qw	A|Well, uh, even though it's totally out of my, uh, my degree training, I've been working as, as, in the horticultural aspect, so the last, I don't know, fifteen, twenty years, so Uh, I'm,|arp_nd
B|What do you do?|qo	A|Well, I work for the state as, as a grounds keeper.|sd
B|So what's it been like up there?|qw	A|Well, for the past week or two it's been cold and wet|sd
B|What, uh, school are you going to?|qw	A|Um, I'm at B Y U.|sd
B|Leslie, what are you studying?|qw	A|Nursing.|sd
A|Um, what about you?|qo	B|I'm, I'm single,|sd
A|How do you dress?|qo	B|Well, I'm a drafter,|^h
A|What advice would you give?|qw	B|What advice.|b^m
B|what have you seen lately?|qw	A|Well, uh, CITY SLICKERS, and STAR TREK FIVE.|sd
A|How about yourself?|qo	B|I just saw the latest one.|sd
A|How is it?|qw	B|It was fantastic.|sd
A|Why?|qw	B|Uh, William Shatner wrote it.|sd
A|What other movies have you seen?|qw	B|Uh, saw THE ADDAMS FAMILY last week.|sd
A|Oh, how was that?|qw	B|It was pretty good.|sd
A|What about you guys?|qo	B|Well, we, uh,|%
B|Well, I guess, what part of what part of the country do you live in?|qw	A|I'm in Dallas, Texas.|sd
A|What about yourself?|qo	B|Well, I'm also in Dallas.|sd
B|How about you?|qo	A|Well, I am, uh, I'm, gosh, I'm barely in Dallas.|sd
A|How much time do you spend with your children?|qw	B|Very little. Because they're grown.|sd
A|What?|qw	B|Sometimes that's okay.|sd
A|How did they end up so far away?|qw	B|Well, that is, that's, the, the, my little pair. And my second marriage.|sd
B|And actually, that one, the, the, the taxes on gasoline don't, don't bug me as much as, uh, uh, what are we, eight and a quarter percent sales tax?|qw	A|Yep,|ny
B|what do you think of that new luxury car tax, anything over ten or thirty thousand dollars?|qo	A|Well, you know, like other things, if they don't affect you, you don't worry about them too much.|arp_nd
B|Well, what, what about the taxes on cigarettes?|qo	A|Well, tell me about your home.|ad
B|How big a lot do you got it on?|qw	A|Ten acres.|sd
A|Uh, what sort of camping do you like to do the most?|qo	B|Uh, well, I, I do, uh, real rough type camping.|sd
B|How about you?|qo	A|Well, so far my wife and I have pretty much had to stick with tent camping.|sd
A|Anyway, Uh, what do you figure has been the longest trip you've taken camping?|qo	B|Yeah.|b
B|What about  you?|qo	A|a matter of choice, or compulsion?|qy
B|and, What about you all?|qo	A|Yeah.|b
A|How old are your kids?|qw	B|Oh, from fourteen down to seven.|sd
B|You sound like you've got some small ones in the background.|qo	A|One.|sd
B|Where are  you from?|qw	A|Uh, originally?|qy
B|What are you,  what are you studying there at Heidelberg ?|qw	A|Computer engineering.|sd
B|What year?|qw	A|Uh, just finished up my fourth semester.|sd
B|or a house somewhere, what would you get?|qw	A|Uh, well, um, first off we'd probably wind up with a, a cat or maybe a puppy.|sd
B|So,  so, to make one successful, I mean, I mean what do you all do.|qo	A|Oh,|^h
A|Where is home for you?|qw	B|Originally, uh, I, uh, was born in Missouri.|sd
A|Um, what type of things do you do as a family to spend time together.|qo	B|Oh, we spend a lot of time outdoors jogging, bicycling, uh, going to the park, um, some time watching V C R movies um, generally cheap things|sd
A|Oh, now where do they live?|qw	B|In Arizona.|sd
A|Uh, what are the ages of your kids then?|qw	B|They range from twenty-four to five.|sd
B|How old are your children?|qw	A|We have,|%
B|Where, where in Dallas?|qw	A|Well, uh, no,|ar
A|How's the weather out there in Georgia?|qw	B|Yeah.|ny
B|Um, how about yourself?|qo	A|Well, yeah,|^h
A|So how is that?|qw	B|Um, it, they call it a low impact aerobics,|sd
B|But, um, so how, how successful is your exercise video?|qw	A|It is amazing how fast you take off the inches|sd
A|And how did you feel it went?|qo	B|It went pretty good.|sd
A|Well, what did you find was most helpful in planning the birthday get together?|qo	B|Um, the, probably the biggest challenge was getting a place where everyone, you know, could eat comfortably and, and everything, uh.|sd
A|Now how old is she?|qw	B|Uh, she's eighty-six.|sd
A|How do you feel about gun control?|qo	B|Well, uh, I mean I don't think that guns should be outlawed|sv
A|So, Julie, how do you feel about AIDS research?|qo	B|I think we need, we definitely need more of it, definitely.|sv
B|What do you think about that subject?|qo	A|I think it's, I think it stands a really interesting question of, uh,|sv
A|Well what do you feel about the, um, present situation in the Mideast?|qo	B|Well, it looks like it's just about as volatile as it usually is.|sv
B|What do you think, Mark?|qo	A|Yeah,|aa
B|what about this situation with the, you know, the, uh, continual, uh, harassment by Iraq right now and, uh, apparently failing to let the, uh, arms inspectors have free access.|qo	A|Uh-huh.|^h
A|So, uh, what things do you consider an invasion of privacy?|qo	B|Ooh, well I don't know.|no
B|What do you think?|qo	A|Oh, I don't know.|no
B|Well what about,  uh, required drug testing, uh, as a, uh, condition of employment?|qo	A|Yeah,|^h
B|So what  about that as an invasion of privacy?|qo	A|Yeah.|^h
B|What is it that you are, you know, particularly  upset about?|qw	A|Uh,  I guess, uh, I think they've lost their compass|sv
B|What do you feel that your kids are getting in the parochial schools that they wouldn't get in a, the public school system?|qo	A|Well, one hundred percent of the, uh, customers care.|sv
B|what ages?|qw	A|Well, twenty-seven up.|sd
A|And how about yourself?|qo	B|I have a four and a half and a three.|sd
B|What was the age difference between the youngest and the oldest?|qw	A|Six years.|sd
B|what?|qw	A|Discuss everything that didn't agree with them.|sd
B|Oh,  why is that?|qw	A|Well, my, my, uh, two of my, uh,|%
A|So how do you feel about it?|qo	B|Uh, I, I don't see any problem with, with testing for random drugs.|sv
A|Where do you work?|qw	B|Uh, well I'm a graduate student right now at Carnegie  Mellon.|arp_nd
A|What, what program are you in over at Carnegie Mellon?|qw	B|Uh, electrical engineering.|sd
A|Uh, first, um, I need to know, uh, how do you feel about, uh, about sending, uh, an elderly, uh, family member to a nursing home?|qo	B|Well, of course, it's, you know, it's one of the last few things in the world you'd ever want to do, you know. Unless it's just, you know, really, you know, and, uh, for their, uh, you know, for their own good.|sv
A|Where's that.|qw	B|That's on Plano Road,|sd
A|What are you afraid of with them?|qw	B|What am I afraid of?|qy
A|How old are they?|qw	B|um, four and two and half.|sd
A|Well, where are you?|qw	B|In Plano.|sd
B|Oh, what's he teach?|qw	A|C V A E.|sd
B|So, what do you do?|qo	A|I teach,|sd
B|How long you taught, taught in Dallas schools?|qw	A|Uh, this is my eleventh year.|sd
B|So, how long are we suppose to talk for?|qw	A|Well, you can talk for ten minutes|sd
A|What would you serve, uh, if you were having a dinner party?|qw	B|Oh, gosh, all the other,|%
B|And, how old are your kids?|qw	A|One is eight|sd
B|Who is the, is the author?|qw	A|Don't, don't ask me|no
B|So, who's your, uh, favorite team?|qw	A|Who do you think?|qh
A|Um, who is it, Michael Irvin|qw	B|Uh-huh.|ny
A|Thirty day notice for what?|qw	B|Um, I'm done, where I work.|sd
A|So other than the Vikings, who do you like?|qo	B|Um, actually, when I was younger, I was a Cardinal fan, too.|arp_nd
B|What are they going up to, thirty bucks or something?|qw	A|Thirty, or thirty-two for really good tickets.|sd
A|Um, what do you do this weekend?|qo	B|Well, uh, pretty much spent most of my time either in the yard or at nurseries buying stuff for the yard.|sd
A|what do you plan, have planned for your yard?|qo	B|Well, uh, we just bought our house, uh, last July,|sd
A|What part of the state do you live in?|qw	B|Uh, I live in Dallas.|sd
A|How do you put trees in there?|qo	B|Uh, you just, we're just happy that there's trees already there so far,|^h
A|Like what, um, what type roses?|qw	B|Uh, different, uh, a few different, uh, hybrid tea type varieties.|sd
A|But, uh, but, uh, what kind of, uh, what kind of, what kind of grass are you growing?|qw	B|It's, uh, bermuda.|sd
A|Well, how, how do you feel about the immigration laws?|qo	B|At,|%
B|What do you have, at home?|qo	A|We have an, um,|%
A|What type of lawn and garden work do you do?|qo	B|Well, I do it all|arp_nd
B|What have you got growing right now?|qw	A|Uh, got,|%
A|How about you.|qo	B|Um, the only exercise program I'm doing right now is walking.|sd
A|well what do you think?|qo	B|Well, I'm kind of leaning towards, I don't know, I'm thinking about what, from one to ten what my no would be.|sd
A|What kind of lawn and garden work do you do?|qo	B|Well, right now the place where I'm living, the yard was basically neglected for about the last twenty-five years,|arp_nd
A|What have you done?|qw	B|Killing lots of fire ants.|sd
A|How did you get rid of them?|qw	B|Uh, Dursban Two.|sd
A|What?|qw	B|Powdered sulphur.|sd
A|Hm, I wonder why it does?|qw	B|You, you don't have to put a whole lot out,|sd
A|Where do you all live?|qw	B|Uh, in Missouri City.|sd
A|what kind of car are you thinking about buying next?|qw	B|Well, what a what do we currently have,|t1
A|What year?|qw	B|Eighty-eight.|sd
B|so, what's your next purchase supposed to be?|qw	A|Well, I know this,|%
B|if you had a choice of your car, what would you get?|qw	A|Well, it's, this is going to sound really strange,|arp_nd
B|Wonder what happened.|qw	A|I don't know,|no
A|What do you think about the, uh, Peace Corps or public service commitment?|qo	B|Uh, that's the first I've ever heard of it.|sd
B|What's, what's your most recent one that you've seen?|qw	A|Well actually, what I do,|%
A|what type of movies do you like?|qo	B|Um, action|sd
A|What was your favorite all time movie?|qw	B|Um, oh gosh, I I can't think off my head.|^h
A|What if you're looking down the barrel of a hand cannon?|qw	B|Then it's still equally matched.|sv
A|What if, uh, what if you think someone's trying to hurt them and you make a mistake?|qw	B|This, this is where the question of gun control comes in.|sv
B|What kind of a dog is he?|qw	A|Um, he's part golden Lab and part, uh, let's see, Alaskan, no, not Alaskan.|sd
B|How long have you had him?|qw	A|Oh, about two years.|sd
A|How do they get along together?|qw	B|Pretty good.|sd
B|Well, how did he get out?|qw	A|He dug a hole under the fence.|sd
B|How are your kids handling it?|qo	A|Well, I don't know if it's quite hit him, hit them.|sd
B|what was the results there.|qw	A|Oh, he was found guilty,|sd
A|Oh, what is the name of that?|qw	B|Uh, it's called Paveway.|sd
B|Whereabouts?|qw	A|In Allendale .|sd
A|What was, what was your name again?|qw	B|Well, I,|%
A|Tell me, what are some of the things that you did with your children when they were growing up?|qw	B|Oh, well, uh, when they were little, we did lots of reading and playing and going to parks, and things of that sort,|sd
A|well, Myrna, how do you get your news, news?|qw	B|Uh, most of it is from the radio, uh, and also from the news programs that we watch in the afternoon.|sd
A|what did you think about the coverage like over in the, uh, Persian Gulf?|qo	B|I think they did a great job.|sv
B|How can you even think like that?|qo	A|it is, yeah, isn't it something?|qh
A|Um, what do you think the major cause of air pollution or at least in the Boston areas,|qo	B|Well, the, the, the major cause it seems up here is|sd
A|I mean you know what it's like here.|qw	B|Oh, yeah,|ny
A|So what movies have you seen lately?|qw	B|Well, I saw, um, lately I've seen SOAP DISH.|sd
A|how do you mean?|qo	B|Well, it was,|%
B|What did you think about DANCES WITH WOLVES when you saw it?|qo	A|Well, okay,|b
A|why do you think that it's less close than it used to be?|qo	B|Well, I, I just think that, uh, you know, at that|%
A|Um, how do you like it?|qo	B|Well, I don't do much of it here.|arp_nd
A|Oh, what kind do you have?|qw	B|Oh, roaches and,|sd
A|Well, how about when you were in Colorado?|qo	B|Well, I liked it a little bit|sd
A|So what is your house like?|qw	B|It's a two bedroom, two baths duplex.|sd
B|how many bedrooms is it?|qw	A|Well, they advertised it as a three bedroom house because it has a built on addition room, you know|arp_nd
B|And how old's the youngest?|qw	A|She's three and a half|sd
A|Well, what are the colors in your house?|qw	B|Uh, um, kind of a mauve and gray.|sd
A|What, what do you think about them?|qo	B|I think they get a lot of people in trouble.|sv
B|What's that?|qw	A|They're giving us a lot of time|sv
A|So, uh, what was the last car repair you had?|qw	B|Just recently I was kind of laughing when I, when I heard the switchboard talking about the question because, uh, I had to have my, uh, radiator flushed|sd
B|What about you?|qo	A|Oh, I guess it's been awhile for me.|sd
B|How old are you Lisa?|qw	A|I'm twenty.|sd
A|How old are you?|qw	B|I'm older.|sd
B|and where are you from, where are you calling from?|qw	A|I'm calling from, uh, Provo, Utah,|sd
B|Anyway, so, where's your favorite place to go?|qw	A|My grandparents live there.|sd
B|Where in Arizona?|qw	A|Uh, Tempe.|sd
B|What do you like about Tempe?|qo	A|Uh, mainly just being with family is it.|sd
A|Where, where do you live?|qw	B|We, I live in Yakima, Washington.|sd
B|So, where, have you skied?|qw	A|And it's, it's kind of nice being up here just because it's all like a vacation in itself when you get to go.|sd
B|What are you studying?|qw	A|Nursing.|sd
A|How long did you get to stay there?|qw	B|Uh, six weeks.|sd
A|What kind?|qw	B|Yeah.|ny
B|what kind of system do you have?|qw	A|It's, uh, uh, I guess excuse me, just a standard. Uh, with the, uh, all the doors and the, uh, infrared thing, you know, motion detector. Pretty standard.|sd
B|And what if a burglar comes along and cuts your phone line?|qw	A|Well, it's got a back up system that doesn't work supposedly. uh, that if it's cut supposedly it notifies them anyway Supposedly.|sd
B|How does it do that?|qw	A|Who knows, you know.|no
B|And what do you have?|qw	A|Well, my husband,|%
B|And how old are your girls?|qw	A|They're eleven and eight|sd
B|Uh, how do you feel about taxes?|qo	A|Well, it seems like a big politics game|sv
B|So how many, um, credit cards do you have?|qw	A|Um, I think I'm down to one.|sd
B|How, how do you use it?|qw	A|Emergencies come along,|sd
A|So, how do you feel about capital punishment?|qo	B|Well, I, I'm not really certain how I, uh, I'm not certain that, that it does a lot of good. I mean, that it ends up, ends up effectively, uh, uh, uh, avoiding a lot of the crimes that have capital punishment  penalties.|sd
B|What about yourself?|qo	A|I, uh, I have the same dilemma, I think. Uh,|sd
A|What state are you in?|qw	B|I'm in Texas.|sd
B|Where, where are you calling from?|qw	A|Uh, right now I'm in Utah,|sd
A|So, uh, uh, what are the laws like in Texas?|qw	B|It's, Texas is, has, is one of the, one of the well,|%
A|What do you have now?|qw	B|I've got a, uh, a Dodge Daytona.|sd
B|What is it?|qw	A|Uh, mine is a Honda Accord.|sd
B|Uh, what, what rental agent did you go to to actually rent to rent those kind of cars.|qw	A|Um|b
A|How did it go for you?|qw	B|Oh, well, it's, uh, it's worked.|sd
A|So, uh, what kind of home repair work have you done?|qw	B|Well, um, done a little, uh, repair on the, uh, shingles on the roof recently.|sd
B|What kind of roof do you have?|qw	A|Uh, we're in, uh, campus apartment buildings with flat top, uh.|sd
A|What do you use to keep from sliding off that rascal?|qw	B|Well, uh, you wear, uh, shoes with good traction, and, and, and try to remember where you are at all times|sd
B|What age are your children?|qw	A|I have a five and a half and a three and a half year old that play with them|sd
A|So, uh, what do you think about child care|qo	B|Oh, well, my, my feelings on it is, uh, I wouldn't take a child to day-care You know?|sd
A|how come you wouldn't take them to a day-care?|qw	B|Uh,|^h
B|How was it?|qo	A|Well, I think they had a, they had two teachers|sd
A|So what do you feel are the current trends in the way families spend time in general, you  know, in America?|qo	B|I, I think a  lot of people, a lot of people set their kids in front of the T V and H B O and rent movies and,  and,  kind of leave them to their own means.  Um,|sv
A|How about yourself?|qo	B|Uh, we have two and another one on the way.|sd
