	op_id	op_gender	post_id	q	is_qy	q_score	oov
368508	67152654	W	368508	Are you on Instagram?	True	0.33977181085076125	False
65809	19770004	W	65809	Did you catch it?	True	0.3398441763888044	False
368355	67152654	W	368355	Are you on Instagram?	True	0.33998129367701546	False
96550	38430454	M	96550	What question would you ask U.S. Department of Health and Human Services Secretary Kathleen Sebelius?	False	0.33999497853192484	False
541894	8879946	M	541894	Did you turn your clocks back?	True	0.3400184520345543	False
24870	4499588	W	24870	Did you see the great article about Sarah and Dustin Smiley in this week's PARADE Magazine?	True	0.3401211361759362	False
449474	87468720	W	449474	Have you voted yet?	False	0.3402809609569666	False
73009	83239606	W	73009	Do any of you have good homeownership tips to share?	True	0.3404559440958692	False
120239	98451847	W	120239	Should we pass the Protect Women's Health from Corporate Interference Act to give female employees access to contraceptives OR keep the Supreme Court decision in place and allow for-profit corporations to make decisions about access to contraceptives?	True	0.3405380734905439	False
354838	49930535	W	354838	And where is Congress?	False	0.3407753897742707	False
438819	82788372	M	438819	Who will be our General Election opponent?	False	0.34091747791978877	False
244539	4584091	W	244539	Who is the latest unexpected victim of #ObamaCare?	False	0.3409825914657033	False
25095	4499588	W	25095	Know an outstanding Maine high school student?	False	0.3411418364239873	False
120513	98451847	W	120513	Should Congress Keep current background check laws in place or expand background checks to gun shows and online sales?	True	0.3411920387492565	False
528926	4938109	W	528926	Yet critics of the law remain committed to replacing it with....?	False	0.3413150483054471	False
14003	29687946	M	14003	Shouldn't we officially repeal the Authorization for Use of Military Force that gave the President the power to wage it?	True	0.341338436087518	False
17820	93114952	W	17820	Where do you think our infrastructure investments should be made in Tampa Bay?	False	0.3418600280471522	False
274550	60239508	W	274550	Why care?	False	0.34191446639514755	False
83630	23984618	W	83630	"What has your experience been with the ""updated"" website?"	False	0.3419361416158845	False
466825	40220308	M	466825	Did you watch the miracle Aggie win last night?	True	0.3420707024793559	False
314333	23790289	W	314333	Are you on MoveOn?	True	0.34222592031043564	False
355998	49930535	W	355998	"My conclusion from today's forum ""Is the Accrediting Process for California's Community Colleges Fair and Accountable?"	False	0.3423448642090501	False
317521	85968473	W	317521	Do you need a ride to the polls tomorrow?	True	0.34278763446192295	False
535931	652823	W	535931	Did you or anyone you know recently turn 18 or move to a new home?	True	0.34307665173850643	False
8201	19169390	W	8201	Not sure where your polling place is tomorrow?	False	0.34309585151137	False
203765	83432188	W	203765	How many more data breaches will we have to suffer through before confronting this issue?	False	0.34313135506433523	False
187764	8631617	W	187764	I'm glad we reached a compromise – but did students really need to wait for months as Congress played with their futures?	False	0.3432582154466842	False
203515	83432188	W	203515	"Now, with the failures of those state exchanges, what are the plans for those ""loans"" to be repaid?"	False	0.34331251957241127	False
191496	62031614	W	191496	Do you have your yard sign yet?	True	0.34342108079218236	False
277159	94431309	W	277159	Did you attend yesterday's jobs fair?	True	0.34347329065544663	False
369082	67152654	W	369082	Have your own photos of the snow?	False	0.34355482058721276	False
65970	19770004	W	65970	What do YOU hope the President talks about tonight?	False	0.34394820196979925	False
258127	85385501	W	258127	But since I'm in, are you?	False	0.3441345058908605	False
17889	93114952	W	17889	Have friends or family still looking?	False	0.3443070609405988	False
175196	42443414	W	175196	Are you rooting for #emaw or #kubball?	True	0.3443414262215164	False
89984	35981493	M	89984	Are you a MD02 constituent in need of assistance with a federal  issue?	True	0.3444569364958453	False
204386	83432188	W	204386	One of the reasons I'm on a mission to cut waste, fraud, and abuse?	False	0.34472656770692645	False
108321	88923795	M	108321	Did you know that Autism now affects 1 in 68 children?	True	0.3449310447900509	False
519225	50863205	W	519225	Are we there yet?	True	0.3450279968936236	False
418125	12047653	W	418125	On Small Business Saturday, tell me: What's your favorite small business or type of small business in Queens?	False	0.34506700059277506	False
356893	49930535	W	356893	Constituents, what questions do you have for me?	False	0.3454480891083209	False
520369	50863205	W	520369	Are you like me, and dread getting your picture taken at the DMV?	True	0.34559231443748506	False
191562	62031614	W	191562	Can we get 20 donations on Facebook by August 31?	False	0.3456678906164048	False
175706	42443414	W	175706	Did you know America's farmers support 24 million jobs?	True	0.34575317390673177	False
540393	35738396	W	540393	"This is crazy... Now John Boehner is claiming credit for the popular items in the health care bill... the same one he screamed ""Hell No You Can't"" about right before voting against the bill?"	False	0.3459329844525849	False
150791	3795296	W	150791	Did you see?	True	0.3460943492748151	False
350799	37462651	M	350799	Notice anything?	False	0.3462918542122634	False
400253	77234050	W	400253	Are you or a college-aged family member looking for internship experience?	True	0.3463714085836491	False
126055	55701792	W	126055	Can you help spread the word by signing and sharing with your friends?	False	0.34643948039999406	False
39233	7840915	M	39233	Ready for hurricane season?	False	0.34655519322849393	False
473655	14779758	W	473655	Still need health insurance coverage for 2017?	False	0.3468525017573708	False
83877	23984618	W	83877	It begs the question, if the IRS director visited the White House so often, how did President Obama not know about the IRS targeting conservatives?	False	0.3469509862813467	False
363622	19236095	W	363622	Do you qualify?	True	0.34731871992266616	False
364467	19236095	W	364467	#middleclassjumpstart #womensucceed  Will you join me today in showing your support for this cause by sharing this post?	False	0.34732608402626963	False
34536	56883970	W	34536	Did you hear the latest news in the IRS scandal?	True	0.34749513987445335	False
505127	44866489	W	505127	Necesita ayuda para la vivienda?	False	0.34749610801618147	False
369123	67152654	W	369123	How much snow do u have?	False	0.3475240085099458	False
528184	4938109	W	528184	Are you looking for #affordablehousing in #Brooklyn?	True	0.3476582905429173	False
389525	86569077	W	389525	How many people must be killed before we act to protect our communities and stop the scourge of gun violence in our country?	False	0.34767820274251704	False
355708	49930535	W	355708	The real question is, Is it going to be harder for my daughter?	False	0.34800076352612463	False
304434	3162230	W	304434	What do you think about the conversations being had in Washington regarding the push to defund ObamaCare and the looming chance of a potential government shutdown?	False	0.34807755539705143	False
421830	70715649	W	421830	Will Congressman Braley address these questions in tonight's debate?	False	0.34836593586290343	False
204724	83432188	W	204724	Want to tour the White House?	False	0.34841926165695447	False
247015	7212873	W	247015	Will you stand with #TeamKamala & chip in $1?	False	0.34843437292199364	False
51101	98470558	W	51101	Did you see this?	True	0.3484463459893907	False
59055	45225799	M	59055	One of our amazing supporters carved this cool jack-o'-lantern for us - how are you celebrating today?	False	0.3484557633808678	False
65965	19770004	W	65965	Are you wearing red today?	True	0.3485127266021836	False
148289	72264613	W	148289	Would you contribute $25, $50 or $100 before the deadline tonight?	False	0.3485917513064716	False
236588	63776107	W	236588	Looking to find out when your insurance company will begin covering women's preventative services without a co-pay?	False	0.34882800671675795	False
390087	86569077	W	390087	What did you think of the speech?	False	0.34905212869617086	False
208578	19189340	W	208578	Do you know an organization interested in applying for Federal Grants?	True	0.3491760045332939	False
230212	17141989	W	230212	Did you know I'm also on Twitter?	True	0.3492179871718768	False
314840	13205395	M	314840	Vinnie sent me this picture of his front yard- who do you think he's voting for?	False	0.34952449959795584	False
235333	63776107	W	235333	Do you know of a small  business deserving recognition for the great things they're doing?	True	0.34956055813301845	False
106503	24197546	M	106503	Tired of the excuses from the IRS?	False	0.3495645851747755	False
531947	65996996	W	531947	Want to know more about the two #photonics companies that are coming from Silicon Valley and Beverly Hills to Rochester?	False	0.34995484776632824	False
215526	41509550	W	215526	Did you know that in the past year my office has responded to over 78,000 constituent inquiries about legislation and more than 1600 individual requests for assistance with a federal agency?	True	0.3501245913620461	False
145540	72264613	W	145540	Voting at the polls tomorrow?	False	0.3501783648282405	False
505202	44866489	W	505202	What does it take?	False	0.3502164203356254	False
140331	99437696	M	140331	Need a yard sign?	False	0.35030321079379256	False
146741	72264613	W	146741	Do you stand with Sinema?	True	0.3504520968642115	False
218125	2149236	M	218125	Want to join the town hall?	False	0.3505360681872597	False
468321	40220308	M	468321	Do you think the skyrocketing national debt is sustainable?	True	0.35054691302694874	False
235975	63776107	W	235975	Have you or someone close to you been furloughed or otherwise affected by these blind spending cuts?	False	0.35078906599458937	False
480675	34047215	M	480675	What is she afraid of?	False	0.35079614719946905	False
83564	23984618	W	83564	What's your favorite Winter Olympics event to watch?	False	0.35154620804815895	False
72846	83239606	W	72846	Interested in attending one of the U.S. Military Academies?	False	0.35159653880304353	False
186797	8631617	W	186797	First item on the agenda in 2016?	False	0.35166845651709033	False
51825	82045172	W	51825	Now I want to hear from you - do you think students would benefit from a later start time?	False	0.3519218404886245	False
88083	38085510	W	88083	Do you believe every child deserves access to a high quality public education, regardless of their zip code or their family's income?	True	0.3520518700193813	False
360774	31113438	W	360774	On this International Women's Day, tell us - who is your #Shero?	False	0.3520615436623791	False
17855	93114952	W	17855	Did a teacher make a difference in your life?	True	0.352204402254671	False
301300	83458649	W	301300	Did you miss my speech at the Democratic National Convention last night?	True	0.35227542581281823	False
174456	42443414	W	174456	Any predictions for The Kansas City Chiefs game today?	False	0.3524046089692783	False
418634	12047653	W	418634	How are conditions where you are?	False	0.35242252641959493	False
390192	86569077	W	390192	Will you join me in helping Kathy keep the momentum going by donating to her campaign today?	False	0.35249996978303155	False
84007	23984618	W	84007	What did you think of President Obama's State of the Union speech?	False	0.35262658667530367	False
494602	99840448	W	494602	Tired of politics as usual?	False	0.35266573288054903	False
23789	56371090	W	23789	Guess what House Republicans did instead?	False	0.3529329752222389	False
236067	63776107	W	236067	Do you think the US should take military action in #Syria?	True	0.3529828194517636	False
236065	63776107	W	236065	Do you think the US should take military action in #Syria?	True	0.3529828194517636	False
360972	31113438	W	360972	Why are we trying to sign a trade deal that will support slavery?	False	0.35319388757359627	False
301477	83458649	W	301477	Can you please help us get there by contributing $5 before tonight's deadline?	False	0.353345301514821	False
400137	77234050	W	400137	Interested to know how TAXMAGEDDON will affect those in Washington state?	False	0.3534213037825096	False
409429	3283069	W	409429	Can you help us reach our year-end goal and build our grassroots campaign even stronger with $10 now?	False	0.3534855583355062	False
258211	85385501	W	258211	Do you know someone in your community who deserves recognition for their selflessness, their desire to serve, and their hard work?	True	0.35355537755676025	False
170985	71660077	M	170985	So can you chip in right now and help us hit our goal?	False	0.353678758031331	False
244339	4584091	W	244339	Do you not get my updates?	True	0.35395815944367515	False
133431	39757514	M	133431	Are you?	True	0.35415131262417954	False
204196	83432188	W	204196	What would happen if the hard working taxpayer lost all their tax records?	False	0.3542165793954527	False
283774	17175381	M	283774	Our answer?	False	0.3544340503831961	False
83999	23984618	W	83999	Please let me know what you think?	False	0.35467730865821623	False
50557	98470558	W	50557	Do you like apples?	True	0.35469166515521233	False
519850	50863205	W	519850	Today I asked Army Chief of Staff General Odierno a question that most of us are wondering: what is Putin up to?	False	0.3548228072424977	False
536815	652823	W	536815	How many people making more than $1 million PER YEAR pay a lower effective tax rate than you?	False	0.3548229175305483	False
135985	53750474	W	135985	Really?	False	0.3550865247806402	False
219003	37842323	W	219003	Need help filing your taxes?	False	0.3552070276627035	False
243225	6366960	M	243225	How do federal regulations hurt your farm?	False	0.355316208558379	False
258324	85385501	W	258324	Have you mailed your ballot to support Jay Inslee and the rest of the Democratic ticket yet?	False	0.3554051321676982	False
494554	99840448	W	494554	How can you spread the word about our movement to your friends and neighbors?	False	0.3554892690433673	False
335982	94349176	W	335982	Do you live, work or own property or a business in East LA near or on Atlantic, or near the intersection of 3rd and Mednik?	True	0.35561684450885145	False
8436	19169390	W	8436	These cute kids are on Team Tulsi — are you?	False	0.3556270189485242	False
244371	4584091	W	244371	Did you know that union officials are reportedly accompanying federal OSHA inspectors during visits to non-unionized businesses?	True	0.35572162370320926	False
150578	3795296	W	150578	Can you LIKE and add your name and stand up for women everywhere?	False	0.35572743236644055	False
448910	31773666	W	448910	PHOTO CONTEST: Do you have a great picture you took in and around Denver?	False	0.35594869318353506	False
293345	47811014	W	293345	What do you think?	False	0.35611271001288813	False
521465	50863205	W	521465	Have you subscribed to my Morning Meeting?	False	0.35625764104399726	False
160103	46506154	M	160103	Have you filled out your mail ballot already?	False	0.35629382864036097	False
33462	56883970	W	33462	"Democrats talk a lot about the supposed ""right to choose"" in matters of abortion, but what about the *other* right to choose; the right of a pro-life American NOT to be a forced partner in a practice that stands against everything they believe?"	False	0.3563723325003101	False
87588	82439080	M	87588	What does Mother Teresa's legacy mean to you?	False	0.3564148234640173	False
236484	63776107	W	236484	Can you find me?	False	0.3566666934279077	False
191099	62031614	W	191099	Will you be joining us tomorrow at the South Bend River Park Day Parade?	False	0.3569281244801902	False
448679	31773666	W	448679	Do you have incredible pictures of #Colorado's First Congressional district?	True	0.3569448089280275	False
305617	3162230	W	305617	Are you interested in helping out with our campaign?	True	0.35706719981514656	False
17694	93114952	W	17694	How do we improve care to older Americans?	False	0.357175432688844	False
336241	94349176	W	336241	Are you registered to vote?	True	0.3572646813944882	False
367888	67152654	W	367888	"Since signing a bad nuclear deal, giving Iran billions in sanctions relief and paying another $400 million in what amounts to ransom for the release of American prisoners in Iran, the State Department has now issued a travel advisory for Iran, a designated state sponsor of terrorism, making sure ""to reiterate and highlight the risk of arrest and detention of U.S. citizens…""  Why, after numerous attempts to convince the American people Iran is a partner in diplomacy, would we be advised not to travel there, for fear of being taken prisoner?"	False	0.3573556024383424	False
334762	94349176	W	334762	Do you have health insurance?	True	0.3575835844011732	False
125765	55701792	W	125765	Have you pledged to vote for Debbie yet?	False	0.3576863433703281	False
292992	47811014	W	292992	What consumer in this country wants to know LESS about the food they feed their families?	False	0.357849510948265	False
83525	23984618	W	83525	Have you seen your hours cut back at work because of #Obamacare?	False	0.3578976264096516	False
77384	93259853	M	77384	I'll be tweeting the whole speech over on twitter (www.twitter.com/RepBradWenstrup) - which line do you think is the best?	False	0.35792184119563697	False
297665	63898025	W	297665	How many of us are following the Winter Olympics in Vancouver?	False	0.35792884509822365	False
257643	85385501	W	257643	Have you turned your ballot in yet?	False	0.35820776118472164	False
244688	4584091	W	244688	What's the end game, and how will our military involvement help get us there?	False	0.3582349828257848	False
446843	23706532	M	446843	Job 38:4 Where was thou when I laid the foundations of the earth?	False	0.358489174573284	False
277128	94431309	W	277128	Should private sector employees be able to choose between overtime pay, or comp time?	True	0.35859986723745596	False
196755	60329137	M	196755	Are you registered to vote?	True	0.3588439468981218	False
297318	63898025	W	297318	What does it say about our society when we don't care for those who cannot care for themselves?	False	0.35884876679695443	False
191005	62031614	W	191005	Are you signed up for our newsletter?	True	0.35886150974927467	False
438332	68208698	M	438332	Got some free time before work?	False	0.3590244040176074	False
258532	85385501	W	258532	Do you have 60 seconds to help our campaign?	True	0.35905774947410607	False
460669	15078234	M	460669	Have you experienced an America journey?	False	0.35906227812124236	False
56173	71417411	M	56173	Are you a small business owner?	True	0.3591795503590739	False
521203	50863205	W	521203	Which is your favorite?	False	0.35937373022388486	False
305699	3162230	W	305699	Can you help us grow this group even faster?	False	0.3593782634435557	False
35902	56883970	W	35902	Already joined one?	False	0.35938438617930335	False
23127	56371090	W	23127	You want to punish us for standing up for the American people?	False	0.3598222357950721	False
125998	55701792	W	125998	What do you love about Michigan?	False	0.35983154908827397	False
245017	4584091	W	245017	Who are you pulling for?	False	0.36015997064327443	False
470106	95597578	M	470106	How far behind the times really is our government?	False	0.3601641831798701	False
355114	49930535	W	355114	Well, which is it?	False	0.3604279037006818	False
112253	42011381	M	112253	Interested in a career in public service?	False	0.36070337344302084	False
437599	35052146	M	437599	"Have you seen ""Values"" television spot?"	False	0.36079948235210724	False
218830	37842323	W	218830	Have you read about the new, robust rules for menu labeling?	False	0.36104447151639907	False
384071	94031602	M	384071	Are you watching the State of the Union tonight?	True	0.36142565876262156	False
301533	83458649	W	301533	Did you see The Daily Show last night?	True	0.3615115709346628	False
115409	33093506	W	115409	Check it out – do you have a favorite local coffee shop in your community?	False	0.3616563686877864	False
390097	86569077	W	390097	Will you join me by signing my petition demanding action on The Gun Trafficking Prevention Act?	False	0.3616608942073508	False
257899	85385501	W	257899	Did you know that the Export-Import Bank helped so many of our small businesses in Washington state last year?	True	0.36207545254610696	False
277163	94431309	W	277163	Do you know any job seekers in Southwest Washington?	True	0.3623299781881142	False
64675	19770004	W	64675	What are you reading this summer?	False	0.3624005763822936	False
210034	39064513	M	210034	It also answers the question: how much snow is in Portland right now?	False	0.3624066592223385	False
355846	49930535	W	355846	Really?	False	0.3624076398555447	False
400959	77234050	W	400959	What's President Obama's advice to Europe after contributing $50-100 billion of US tax money to Europe's $900 billion bailout fund??	False	0.3627827033547548	False
355770	49930535	W	355770	His punishment?	False	0.36280227557513267	False
244585	4584091	W	244585	Did you catch my op-ed in Sunday's Montgomery Advertiser or Dothan Eagle?	True	0.36283722348078395	False
97555	9015898	M	97555	How have you benefited from charities or how do you help them help others?	False	0.3628638081643537	False
66097	19770004	W	66097	Are you on Twitter?	True	0.36300310728177954	False
245092	4584091	W	245092	Where would our country be without the Marine Corps?	False	0.3630141962572716	False
57449	17158380	W	57449	Did you know that this is the 40th Anniversary of the Clean Water Act?	True	0.3630457273568205	False
305668	3162230	W	305668	Can we beat that total tomorrow?	False	0.36311380868060494	False
51017	98470558	W	51017	Planning a trip to Washington, DC this spring?	False	0.3632083535450824	False
317509	85968473	W	317509	Need a ride to the polls?	False	0.3632697763660625	False
244529	4584091	W	244529	Why?	False	0.3633687043297965	False
542545	8879946	M	542545	Who enforces Obamacare?	False	0.3635132116501484	False
27278	60460662	W	27278	What are your predictions for the big game?	False	0.3635507222249029	False
199854	39647325	W	199854	What do you think would help to make college more affordable for students?	False	0.36378926277448287	False
79574	37445532	W	79574	What's the Best Slice of #LasVegas Outside of Las Vegas?	False	0.36388382105171946	False
83994	23984618	W	83994	Instead of being saddled with your 52K share of the national debt, what would you use the money for?	False	0.3640519462259475	False
364386	19236095	W	364386	Have questions about Congress, legislation, or the Jumpstart agenda?	False	0.36416339071340587	False
335845	94349176	W	335845	REMINDER: Want to learn more about the Affordable Care Act?	False	0.364229903203518	False
301556	83458649	W	301556	What do you think?	False	0.36424911521965286	False
235973	63776107	W	235973	Did you read the Boston Globe's article about General Welsh's visit to Hanscom Air Force Base yet?	True	0.36434357684134144	False
236632	63776107	W	236632	What other events are people looking forward to this weekend?	False	0.36463900854369713	False
175309	42443414	W	175309	Who are you cheering for - the Jayhawks or the Wildcats?	False	0.3646431976924487	False
258511	85385501	W	258511	"Can you make a donation and click ""Share"" below to spread the word about this crucial deadline?"	False	0.36466725603446526	False
350860	37462651	M	350860	How will the affordable healthcare law impact your business?	False	0.3647715173207119	False
125877	55701792	W	125877	Can you contribute $5 or more now to help us reach our goal?	False	0.36489083595916183	False
171497	71660077	M	171497	Will you help us at this important time by contributing today?	False	0.3649112723735731	False
464520	42685690	W	464520	Will you help us meet our goal of raising $2010 this week?	False	0.36508529738060547	False
83505	23984618	W	83505	What does it mean to you?	False	0.3654227933226851	False
148149	72264613	W	148149	Seriously, Ken Bennett?	False	0.3655071290749262	False
305702	3162230	W	305702	Has everyone stopped by the website?	False	0.36553078996781574	False
289014	65473098	M	289014	For whom would you vote?	False	0.3656360361257093	False
159002	64578509	M	159002	So I am wondering, is the White House also canceling tours for the Hollywood stars, musical celebrities, professional athletes and high-dollar donors that President Obama calls friends?	False	0.3657232690628872	False
231355	28853671	M	231355	Should politicians be able to deny women access to health care?	True	0.36574388005428105	False
27813	60460662	W	27813	How long has it been since we last inspected Russia's nuclear weapons?	False	0.36580805901537994	False
205281	83432188	W	205281	So why do they deserve a B+ again?	False	0.3658629660072906	False
505142	44866489	W	505142	What about al-Nusra + other terrorist organizations??	False	0.36593159840687184	False
399835	77234050	W	399835	What happened in Benghazi on Sept. 11, 2012?	False	0.3659445935421295	False
423386	74450840	W	423386	How are you celebrating July 4th?	False	0.36599714257580995	False
274944	60239508	W	274944	What did you think of the speech?	False	0.3660527051010839	False
303710	3162230	W	303710	Did you know that felons can be running from the law for months - even years - and still receive checks from the government every 30 days or so?	True	0.366106698035504	False
65277	19770004	W	65277	– President John F. Kennedy  Want to see your artwork hanging in the US Capitol?	False	0.36625743530403077	False
332516	5985358	W	332516	Dear colleagues in Congress, Want to understand why the American people are so frustrated?	False	0.3663917116973945	False
364802	41098373	M	364802	Are you registered yet?	True	0.3667007128183615	False
354872	49930535	W	354872	How many more names and photos must  we add to the growing memorial of victims outside my office before Congressional Republicans will allow a simple vote on meaningful gun safety legislation?	False	0.36676305838905776	False
17614	93114952	W	17614	Who do you think would represent FLwell?	False	0.3668681281251174	False
247228	7212873	W	247228	Can you help us reach our grassroots goal?	False	0.3669139048501904	False
507996	52515090	W	507996	Not yet signed up for my eNewsletter?	False	0.36691964640195884	False
423235	74450840	W	423235	-- Maya Angelou  What are you grateful for this year?	False	0.3669763188302041	False
146239	72264613	W	146239	Know a veteran looking for a job?	False	0.36701249613202414	False
88528	38085510	W	88528	What are they thinking?	False	0.36757655642328435	False
8232	19169390	W	8232	Can I count on you to stand with me and our Native American friends by adding your name to our petition opposing the Dakota Access Pipeline?	False	0.3677460377169818	False
272286	44961658	M	272286	Does the president accept that?	True	0.36778214129997056	False
244483	4584091	W	244483	What do you want to hear from President Obama tomorrow night?	False	0.3683036961763595	False
528139	4938109	W	528139	Are you looking for affordable housing in #Brooklyn?	True	0.36851841785877704	False
521095	50863205	W	521095	Instead of wasting cash on a poor plan, why don't we bring the F-16s home from Germany and base them at Eielson?	False	0.36872181594787057	False
34024	56883970	W	34024	Did you know that more than 800,000 Tennessee jobs are tied to trade?	True	0.3688044907264054	False
155150	10174826	W	155150	What is the proper role of government?	False	0.368967990021679	False
123452	3080550	W	123452	Need help with the federal government?	False	0.36896913168153167	False
413788	90819146	M	413788	Are you a high school student with an idea for a new app?	True	0.3690405312689412	False
539948	35738396	W	539948	Are you a business owner interested in hiring a hero?	True	0.369160944140294	False
314497	23790289	W	314497	Do you know where to VOTE TOMORROW?	True	0.3695163013982431	False
125588	55701792	W	125588	Which one is your favorite?	False	0.3696989592894875	False
277229	94431309	W	277229	Know an artistic Southwest Washington high school student?	False	0.36981317807629965	False
306062	15593365	M	306062	Are you a student or a parent with questions about how to cover the cost of college?	True	0.3698524305651917	False
258574	85385501	W	258574	Can you spread the word about the campaign and help me get to 1,000 Twitter followers by next Friday?	False	0.3699119297893303	False
218542	37842323	W	218542	Ever consider a career with the United States Department of State?	False	0.3700293451407949	False
186980	8631617	W	186980	Did you get a great shot of the fireworks last night?	True	0.370098852568182	False
267094	98302075	M	267094	Will you join me?	False	0.37057288871555094	False
200147	39647325	W	200147	Did you know that nearly 300,000 veterans have been affected by Congress's inability to pass a bill to extend unemployment insurance?	True	0.3706891640531883	False
521009	50863205	W	521009	Does the president's budget fund any tsunami debris clean up on Alaskan shores?	True	0.37074165142216775	False
510659	6439709	M	510659	What did you think about the State of the Union?	False	0.37090677612170375	False
505632	44866489	W	505632	Who gave the stand down order?	False	0.3709492731982792	False
297531	63898025	W	297531	Did you know that over 50% of aging out foster youth are unemployed, 40% are homeless, and 20% will be incarcerated?	True	0.3709496127382731	False
281945	25380823	M	281945	Where are all the jobs?	False	0.371227186191452	False
332419	5985358	W	332419	Have you noticed that more of your mail is taking longer to be delivered?	False	0.3713066707976014	False
303231	3162230	W	303231	Didn't buy an Obamacare approved plan?	True	0.37142885330508824	False
305442	3162230	W	305442	Will you be next?	False	0.37144664749895295	False
305430	3162230	W	305430	Do you know someone who still needs to register?	True	0.3717322794154184	False
317660	85968473	W	317660	Want the latest news on the campaign?	False	0.37174060035153433	False
136316	53750474	W	136316	Really?	False	0.37192502783745873	False
174803	42443414	W	174803	- Abraham Lincoln  Where else would he go?	False	0.3721065415784842	False
243835	4584091	W	243835	"Guess who is headlining ""A Capitol Fourth"" on PBS this year?"	False	0.37213675016690784	False
35378	56883970	W	35378	Did you hear that President Obama is shutting down his jobs council?	True	0.3722990028041244	False
448290	31773666	W	448290	Will the Republican majority handle any of these critical issues?	False	0.37243680968935733	False
189439	81592736	M	189439	Do you want to vote in the June 10 Republican Primary?	True	0.37252423115992006	False
356376	49930535	W	356376	What steps do you think Congress and the federal government should be taking to make more information available to the public?	False	0.37270759287089716	False
135421	53750474	W	135421	Fired up, ready to go?	False	0.3727408448526479	False
472108	95597578	M	472108	Maybe the legislature should try some serious government downsizing paired with pro-growth reforms…what do you Californians think?	False	0.3728926080955476	False
126034	55701792	W	126034	Have you signed the petition urging Congressional Republicans to put aside politics and extend the payroll tax cut yet?	False	0.37299298866898456	False
440187	17310	M	440187	What plan do you prefer?	False	0.3730501225216514	False
46976	66658382	M	46976	Do you LIKE that news?	True	0.3730613191578759	False
205400	83432188	W	205400	What do you think about the news stories we covered on last night's Great American Panel?	False	0.3730938020569089	False
196856	60329137	M	196856	Did you know…?	True	0.37309569680222343	False
368638	67152654	W	368638	CMS had 3 years to build the site, and they think they can get it finished by then?	False	0.3731447831902982	False
506092	44866489	W	506092	Unacceptable: Tunisian govt's release of #Benghazi suspect raises more ?	False	0.3731640814165501	False
214516	36875843	M	214516	Congress is planning to add at least $1 trillion to federal spending, throw 13 million seniors out of their Medicare Advantage plans, impose half a trillion dollars in new taxes, require individuals and businesses to buy health insurance that is more expensive than most can afford now -- and tax them if they don't comply -- and all of this will cause health care costs to actually go up?	False	0.3732380968415817	False
507485	52515090	W	507485	Having problems navigating the federal government?	False	0.37334330561846396	False
220286	76035529	M	220286	Koch says he's not spending that much?	False	0.3733669453632765	False
208372	19189340	W	208372	When is this gonna end?	False	0.37347432862248753	False
494786	99840448	W	494786	Final push this week, will you be here with us?	False	0.3738062792284492	False
274217	60239508	W	274217	Now?	False	0.37383366971635856	False
303696	3162230	W	303696	Will you stand with me?	False	0.3739132093838926	False
356800	49930535	W	356800	Not on Twitter?	False	0.3740291414445178	False
529464	4938109	W	529464	Do you need health insurance for yourself or your small business?	True	0.3740657776176032	False
116919	1057579	W	116919	Tell me - how has preventive care, or a lack of access to such care, affected you in your life?	False	0.37420421384329416	False
247994	7212873	W	247994	Will you join us?	False	0.3743619633693589	False
34557	56883970	W	34557	Have you seen this mural in Cookeville paying tribute to him?	False	0.3744295900948935	False
72448	83239606	W	72448	Do you think you want to vote-by-mail in California?	True	0.3744597528181097	False
301587	83458649	W	301587	Can you help us reach this tremendous milestone?	False	0.3744829457259099	False
234266	63776107	W	234266	Want to learn how to apply for Small Business Innovation Research funding?	False	0.3744867502141733	False
234977	63776107	W	234977	Are there any pockets of snow left in #MA3?	True	0.37452898841910165	False
72927	83239606	W	72927	What do Alan Shepard, Dwight D. Eisenhower, and Edgar Allen Poe have in common?	False	0.37457269859169307	False
33843	56883970	W	33843	The EPA can't manage its existing responsibilities (see Colorado toxic waste spill in August) so why on Earth would we let these bureaucrats regulate our floodplains and ditches?	False	0.3746394442110459	False
218773	37842323	W	218773	Did you?	True	0.37464406912282266	False
506059	44866489	W	506059	#Cuba is the 2nd WORST in economic freedom, who's #1?	False	0.3747360309111478	False
303811	3162230	W	303811	What do YOU think about this important issue?	False	0.3749306608435379	False
64731	19770004	W	64731	Who runs the world?	False	0.3750219762046707	False
355735	49930535	W	355735	What are you standing up for this Earth Day?	False	0.3752166791836202	False
335971	94349176	W	335971	Have an issue or problem with a federal agency?	False	0.3753038918136342	False
531668	65996996	W	531668	Has the Majority forgotten the impacts of the 2008 financial crash?	False	0.37533678037142193	False
186952	8631617	W	186952	Want to know more about what that means or why it's a necessary fix to our broken immigration system?	False	0.375457401681219	False
10135	19169390	W	10135	Maybe next time?	False	0.3758049796190174	False
370742	51495713	M	370742	Did you know that the nation's Best Historic City was home to the world's first electric trolley system?	True	0.37589712681174337	False
533499	23811696	M	533499	How are you celebrating Black History Month?	False	0.37595415769711926	False
301030	83458649	W	301030	Looking back, what would I tell my 22-year-old self?	False	0.37598368481991284	False
42859	9697962	M	42859	Are you looking to start or grow a small business?	True	0.37615921483513115	False
303388	3162230	W	303388	They used to be able to celebrate together once in awhile and this picture is from Kassidy's first birthday and Uncle Dave's ???	False	0.3761633496034501	False
441344	60507862	W	441344	Want to attend the #WWSASHouston?	False	0.3761650935556897	False
